Latitude,Longitude,Predictions
37.63708,-122.46375,7.5
37.63708,-122.44708,7.5
37.63708,-122.42208,7.5
37.63708,-122.38875,7.5
37.63708,-122.12208,7.2
37.63708,-122.08875,7.2
37.63708,-122.07208,7.2
37.63708,-122.04708,7.2
37.63708,-121.98042,7.5
37.63708,-121.96375,7.5
37.63708,-121.93875,7.5
37.63708,-121.90542,8.2
37.63708,-121.88042,8.5
37.63708,-121.86375,8.5
37.63708,-121.83875,7.5
37.63708,-121.82208,7.5
37.63708,-121.80542,8.2
37.63708,-121.78875,7.5
37.62875,-122.49708,7.2
37.62875,-122.45542,7.5
37.62875,-122.43875,7.5
37.62875,-122.41375,7.5
37.62875,-122.09708,7.2
37.62875,-122.08042,7.5
37.62875,-122.05542,7.5
37.62875,-122.03042,7.2
37.62875,-121.94708,7.5
37.62875,-121.88875,8.5
37.62875,-121.81375,8.2
37.62875,-121.79708,7.5
37.62042,-122.48875,7.5
37.62042,-122.46375,7.5
37.62042,-122.44708,7.5
37.62042,-122.43042,7.5
37.62042,-122.14708,7.5
37.62042,-122.13042,7.5
37.62042,-122.11375,7.5
37.62042,-122.08875,7.5
37.62042,-122.07208,7.2
37.62042,-122.03875,7.5
37.62042,-122.02208,7.5
37.62042,-121.93875,7.2
37.62042,-121.92208,7.5
37.62042,-121.90542,7.5
37.62042,-121.88042,8.2
37.62042,-121.80542,7.5
37.61208,-122.48042,7.5
37.61208,-122.45542,7.5
37.61208,-122.43875,7.5
37.61208,-122.40542,7.5
37.61208,-122.38875,7.5
37.61208,-122.12208,7.5
37.61208,-122.09708,7.5
37.61208,-122.03042,7.2
37.61208,-122.01375,7.2
37.61208,-121.89708,7.5
37.61208,-121.87208,7.5
37.61208,-121.85542,7.5
37.61208,-121.83875,7.5
37.61208,-121.82208,7.5
37.60375,-122.49708,7.5
37.60375,-122.47208,7.5
37.60375,-122.42208,7.5
37.60375,-122.39708,7.5
37.60375,-122.38042,7.5
37.60375,-122.14708,7.5
37.60375,-122.11375,7.5
37.60375,-122.08042,7.5
37.60375,-122.05542,7.2
37.60375,-122.03875,7.5
37.60375,-122.02208,7.5
37.60375,-122.00542,7.5
37.60375,-121.90542,7.5
37.60375,-121.88042,7.5
37.59542,-122.51375,7.5
37.59542,-122.48042,7.5
37.59542,-122.45542,7.5
37.59542,-122.40542,8.5
37.59542,-122.38875,8.5
37.59542,-122.36375,8.5
37.59542,-122.32208,8.2
37.59542,-122.13042,7.5
37.59542,-122.10542,7.2
37.59542,-122.08875,7.5
37.59542,-122.07208,7.5
37.59542,-122.04708,7.5
37.59542,-121.99708,7.5
37.59542,-121.93875,7.5
37.59542,-121.91375,7.5
37.59542,-121.88875,8.2
37.59542,-121.86375,8.5
37.58708,-122.49708,7.5
37.58708,-122.47208,7.5
37.58708,-122.37208,8.5
37.58708,-122.34708,8.5
37.58708,-122.33042,7.5
37.58708,-122.08042,7.2
37.58708,-122.06375,7.5
37.58708,-122.02208,7.5
37.58708,-122.00542,7.2
37.58708,-121.98042,7.5
37.58708,-121.95542,7.5
37.57875,-122.51375,7.5
37.57875,-122.48042,7.5
37.57875,-122.39708,8.2
37.57875,-122.35542,8.2
37.57875,-122.33875,8.5
37.57875,-122.32208,7.5
37.57875,-122.08875,7.5
37.57875,-122.03875,7.5
37.57875,-121.98875,7.5
37.57875,-121.96375,7.5
37.57875,-121.88875,7.5
37.57042,-122.38042,8.5
37.57042,-122.36375,8.2
37.57042,-122.34708,8.5
37.57042,-122.33042,8.5
37.57042,-122.30542,7.5
37.57042,-122.25542,7.5
37.57042,-122.04708,7.5
37.57042,-122.03042,7.5
37.57042,-122.01375,7.5
37.57042,-121.93042,7.5
37.57042,-121.89708,7.5
37.57042,-121.88042,7.5
37.56208,-122.47208,7.5
37.56208,-122.38875,8.5
37.56208,-122.35542,8.5
37.56208,-122.31375,8.5
37.56208,-122.28875,8.5
37.56208,-122.26375,7.5
37.56208,-122.24708,7.5
37.56208,-122.08042,7.5
37.56208,-122.05542,7.5
37.56208,-122.02208,7.5
37.56208,-121.99708,7.5
37.56208,-121.97208,7.5
37.56208,-121.95542,7.5
37.56208,-121.92208,7.5
37.56208,-121.90542,8.5
37.56208,-121.88875,7.5
37.55375,-122.49708,7.5
37.55375,-122.48042,7.5
37.55375,-122.37208,8.5
37.55375,-122.33875,8.5
37.55375,-122.32208,7.5
37.55375,-122.30542,7.5
37.55375,-122.27208,8.5
37.55375,-122.25542,7.5
37.55375,-122.06375,7.5
37.55375,-122.03875,7.5
37.55375,-122.00542,7.5
37.55375,-121.98875,7.5
37.55375,-121.96375,7.5
37.55375,-121.94708,7.5
37.55375,-121.93042,7.5
37.55375,-121.89708,7.5
37.55375,-121.86375,7.5
37.54542,-122.51375,7.5
37.54542,-122.47208,7.5
37.54542,-122.36375,8.5
37.54542,-122.34708,8.5
37.54542,-122.33042,8.5
37.54542,-122.31375,8.5
37.54542,-122.28042,7.5
37.54542,-122.23042,8.5
37.54542,-122.04708,7.5
37.54542,-122.01375,7.5
37.54542,-121.98042,8.2
37.54542,-121.92208,7.5
37.54542,-121.90542,7.5
37.54542,-121.88042,7.5
37.53708,-122.52208,8.5
37.53708,-122.50542,8.2
37.53708,-122.48875,7.5
37.53708,-122.35542,8.5
37.53708,-122.33875,7.5
37.53708,-122.30542,7.5
37.53708,-122.26375,8.5
37.53708,-122.23875,8.5
37.53708,-122.05542,7.5
37.53708,-122.03042,7.2
37.53708,-121.99708,8.5
37.53708,-121.97208,7.5
37.53708,-121.95542,7.5
37.53708,-121.93875,7.5
37.53708,-121.89708,7.5
37.53708,-121.85542,8.5
37.52875,-122.51375,7.5
37.52875,-122.45542,7.5
37.52875,-122.43042,8.5
37.52875,-122.36375,8.5
37.52875,-122.34708,8.5
37.52875,-122.33042,8.5
37.52875,-122.31375,8.5
37.52875,-122.28875,8.5
37.52875,-122.27208,8.5
37.52875,-122.25542,8.5
37.52875,-122.03875,7.5
37.52875,-122.01375,7.5
37.52875,-121.98875,7.5
37.52875,-121.96375,7.5
37.52875,-121.94708,7.5
37.52875,-121.92208,8.2
37.52875,-121.88875,7.5
37.52875,-121.78875,7.5
37.52042,-122.52208,8.2
37.52042,-122.50542,8.2
37.52042,-122.46375,8.5
37.52042,-122.44708,7.5
37.52042,-122.35542,8.5
37.52042,-122.33875,7.5
37.52042,-122.32208,7.5
37.52042,-122.30542,8.5
37.52042,-122.28042,8.5
37.52042,-122.26375,8.5
37.52042,-122.24708,8.5
37.52042,-121.99708,7.5
37.52042,-121.97208,7.5
37.52042,-121.95542,7.5
37.52042,-121.90542,7.5
37.52042,-121.87208,7.5
37.51208,-122.51375,8.2
37.51208,-122.49708,7.5
37.51208,-122.48042,8.5
37.51208,-122.45542,7.5
37.51208,-122.43042,8.5
37.51208,-122.34708,8.5
37.51208,-122.33042,7.5
37.51208,-122.31375,8.5
37.51208,-122.29708,8.5
37.51208,-122.27208,8.5
37.51208,-122.25542,8.5
37.51208,-122.20542,7.5
37.51208,-121.98042,7.5
37.51208,-121.94708,7.5
37.51208,-121.93042,8.2
37.51208,-121.91375,7.5
37.51208,-121.89708,7.5
37.51208,-121.83042,7.5
37.50375,-122.47208,7.5
37.50375,-122.43875,8.5
37.50375,-122.42208,8.5
37.50375,-122.40542,7.5
37.50375,-122.32208,8.5
37.50375,-122.30542,8.5
37.50375,-122.28042,8.5
37.50375,-122.26375,8.5
37.50375,-122.23875,8.5
37.50375,-121.96375,7.5
37.50375,-121.92208,8.5
37.50375,-121.90542,7.5
37.50375,-121.88875,7.5
37.49542,-122.49708,7.5
37.49542,-122.45542,8.5
37.49542,-122.43042,8.5
37.49542,-122.41375,7.5
37.49542,-122.29708,8.5
37.49542,-122.27208,7.5
37.49542,-122.22208,8.5
37.49542,-121.93042,7.5
37.49542,-121.89708,7.5
37.49542,-121.83042,7.5
37.48708,-122.44708,7.5
37.48708,-122.42208,8.2
37.48708,-122.39708,8.5
37.48708,-122.37208,8.5
37.48708,-122.28875,8.5
37.48708,-122.25542,8.5
37.48708,-122.23875,7.5
37.48708,-122.21375,7.5
37.48708,-122.19708,7.5
37.48708,-122.18042,8.2
37.48708,-121.94708,7.5
37.48708,-121.92208,7.5
37.48708,-121.90542,7.5
37.48708,-121.88042,7.5
37.47875,-122.45542,7.5
37.47875,-122.43875,8.2
37.47875,-122.41375,8.2
37.47875,-122.38042,8.5
37.47875,-122.36375,7.5
37.47875,-122.29708,8.5
37.47875,-122.28042,8.5
37.47875,-122.24708,8.2
37.47875,-122.23042,8.5
37.47875,-122.20542,8.5
37.47875,-122.18875,8.5
37.47875,-122.17208,8.5
37.47875,-122.15542,7.5
37.47875,-122.13042,8.2
37.47875,-121.93875,7.5
37.47875,-121.91375,7.5
37.47875,-121.89708,7.5
37.47875,-121.85542,7.5
37.47042,-122.44708,7.5
37.47042,-122.43042,7.5
37.47042,-122.39708,7.5
37.47042,-122.37208,8.2
37.47042,-122.35542,8.5
37.47042,-122.28875,8.5
37.47042,-122.26375,8.5
37.47042,-122.23875,8.5
37.47042,-122.21375,8.5
37.47042,-122.19708,8.5
37.47042,-122.13875,7.5
37.47042,-122.11375,8.5
37.47042,-121.90542,8.5
37.47042,-121.88875,7.5
37.47042,-121.84708,8.5
37.46208,-122.43875,7.5
37.46208,-122.42208,8.5
37.46208,-122.40542,8.5
37.46208,-122.36375,8.5
37.46208,-122.34708,8.5
37.46208,-122.29708,8.5
37.46208,-122.27208,8.5
37.46208,-122.25542,7.5
37.46208,-122.23042,8.5
37.46208,-122.20542,8.5
37.46208,-122.18042,8.5
37.46208,-122.16375,8.5
37.46208,-122.14708,7.5
37.46208,-122.12208,7.5
37.46208,-121.91375,8.2
37.46208,-121.89708,8.2
37.46208,-121.88042,7.5
37.46208,-121.86375,7.5
37.45375,-122.44708,8.5
37.45375,-122.43042,7.5
37.45375,-122.38875,7.5
37.45375,-122.37208,8.5
37.45375,-122.35542,8.5
37.45375,-122.33875,8.2
37.45375,-122.28042,8.5
37.45375,-122.26375,8.5
37.45375,-122.23875,8.5
37.45375,-122.18875,8.5
37.45375,-122.17208,8.5
37.45375,-122.13042,7.5
37.45375,-121.92208,7.5
37.45375,-121.90542,7.5
37.45375,-121.88875,7.5
37.45375,-121.84708,8.5
37.44542,-122.40542,7.5
37.44542,-122.36375,8.2
37.44542,-122.34708,8.2
37.44542,-122.33042,8.2
37.44542,-122.27208,8.5
37.44542,-122.22208,8.5
37.44542,-122.18042,8.5
37.44542,-122.15542,8.5
37.44542,-122.12208,8.5
37.44542,-121.89708,8.2
37.44542,-121.88042,8.5
37.44542,-121.86375,7.5
37.44542,-121.82208,8.5
37.43708,-122.43875,7.5
37.43708,-122.42208,7.5
37.43708,-122.39708,7.5
37.43708,-122.38042,7.5
37.43708,-122.35542,8.5
37.43708,-122.33875,8.5
37.43708,-122.32208,8.5
37.43708,-122.28875,8.5
37.43708,-122.25542,8.5
37.43708,-122.23875,8.5
37.43708,-122.20542,8.5
37.43708,-122.18875,8.5
37.43708,-122.17208,8.5
37.43708,-122.13042,8.5
37.43708,-122.11375,8.5
37.43708,-121.94708,7.5
37.43708,-121.91375,7.5
37.43708,-121.88875,7.5
37.43708,-121.87208,7.5
37.43708,-121.84708,7.5
37.43708,-121.81375,8.5
37.43708,-121.79708,7.5
37.42875,-122.43042,7.5
37.42875,-122.41375,7.5
37.42875,-122.33042,8.5
37.42875,-122.30542,8.2
37.42875,-122.28042,8.5
37.42875,-122.26375,8.5
37.42875,-122.24708,8.5
37.42875,-122.22208,8.5
37.42875,-122.19708,8.5
37.42875,-122.18042,9.0
37.42875,-122.14708,8.5
37.42875,-122.12208,8.5
37.42875,-122.10542,8.5
37.42875,-122.07208,8.5
37.42875,-121.97208,7.5
37.42875,-121.93042,7.5
37.42875,-121.89708,7.5
37.42875,-121.88042,7.5
37.42875,-121.86375,7.5
37.42875,-121.82208,8.5
37.42875,-121.80542,8.5
37.42042,-122.43875,8.2
37.42042,-122.39708,7.5
37.42042,-122.38042,8.5
37.42042,-122.34708,7.5
37.42042,-122.32208,8.2
37.42042,-122.29708,8.5
37.42042,-122.27208,8.5
37.42042,-122.25542,8.5
37.42042,-122.23875,8.5
37.42042,-122.20542,8.5
37.42042,-122.16375,8.5
37.42042,-122.13042,8.5
37.42042,-122.11375,8.5
37.42042,-122.08875,8.5
37.42042,-121.98042,7.5
37.42042,-121.94708,7.5
37.42042,-121.90542,7.5
37.42042,-121.87208,7.5
37.42042,-121.85542,8.5
37.42042,-121.83875,7.5
37.42042,-121.81375,8.5
37.42042,-121.78875,8.5
37.41208,-122.42208,7.5
37.41208,-122.40542,8.2
37.41208,-122.36375,7.5
37.41208,-122.33042,8.5
37.41208,-122.31375,8.2
37.41208,-122.28875,8.2
37.41208,-122.26375,8.5
37.41208,-122.23042,8.5
37.41208,-122.18875,8.5
37.41208,-122.17208,8.5
37.41208,-122.15542,8.5
37.41208,-122.13875,8.5
37.41208,-122.12208,8.5
37.41208,-122.09708,8.5
37.41208,-122.07208,8.5
37.41208,-122.05542,8.5
37.41208,-122.01375,8.5
37.41208,-121.99708,8.5
37.41208,-121.96375,7.5
37.41208,-121.93875,7.5
37.41208,-121.91375,7.5
37.41208,-121.88875,7.5
37.41208,-121.86375,7.5
37.41208,-121.83042,8.5
37.41208,-121.79708,7.5
37.40375,-122.43042,8.2
37.40375,-122.41375,7.5
37.40375,-122.39708,8.5
37.40375,-122.37208,8.2
37.40375,-122.35542,7.5
37.40375,-122.33875,8.5
37.40375,-122.29708,8.2
37.40375,-122.24708,8.5
37.40375,-122.19708,8.5
37.40375,-122.13042,8.5
37.40375,-122.08042,8.5
37.40375,-122.02208,8.2
37.40375,-122.00542,7.5
37.40375,-121.98042,8.5
37.40375,-121.92208,8.5
37.40375,-121.89708,8.5
37.40375,-121.88042,8.5
37.40375,-121.84708,7.5
37.40375,-121.81375,7.5
37.39542,-122.36375,7.5
37.39542,-122.34708,7.5
37.39542,-122.33042,8.5
37.39542,-122.28875,8.5
37.39542,-122.25542,8.5
37.39542,-122.22208,8.5
37.39542,-122.20542,8.5
37.39542,-122.18042,8.5
37.39542,-122.16375,8.5
37.39542,-122.11375,8.5
37.39542,-122.09708,8.5
37.39542,-122.06375,8.5
37.39542,-121.98875,7.5
37.39542,-121.96375,7.5
37.39542,-121.94708,8.2
37.39542,-121.90542,7.5
37.39542,-121.85542,7.5
37.39542,-121.83042,8.5
37.39542,-121.80542,7.5
37.39542,-121.78875,8.5
37.38708,-122.39708,7.5
37.38708,-122.37208,7.5
37.38708,-122.35542,8.5
37.38708,-122.29708,8.2
37.38708,-122.27208,8.5
37.38708,-122.23875,8.5
37.38708,-122.21375,8.5
37.38708,-122.17208,8.5
37.38708,-122.14708,8.5
37.38708,-122.13042,8.5
37.38708,-122.10542,8.5
37.38708,-122.08875,8.5
37.38708,-122.07208,8.5
37.38708,-122.04708,8.5
37.38708,-122.02208,8.5
37.38708,-121.99708,8.5
37.38708,-121.98042,7.5
37.38708,-121.95542,7.5
37.38708,-121.93875,8.5
37.38708,-121.88875,7.5
37.38708,-121.86375,7.5
37.38708,-121.83875,7.5
37.38708,-121.81375,7.5
37.38708,-121.79708,8.5
37.37875,-122.40542,7.5
37.37875,-122.38875,7.5
37.37875,-122.36375,8.5
37.37875,-122.33875,8.5
37.37875,-122.28042,8.5
37.37875,-122.26375,8.5
37.37875,-122.22208,8.5
37.37875,-122.19708,8.5
37.37875,-122.18042,8.5
37.37875,-122.16375,8.5
37.37875,-122.12208,8.5
37.37875,-122.09708,8.5
37.37875,-122.08042,8.5
37.37875,-122.05542,8.5
37.37875,-122.03042,8.5
37.37875,-122.01375,8.5
37.37875,-121.91375,7.5
37.37875,-121.89708,7.5
37.37875,-121.87208,7.5
37.37875,-121.85542,7.5
37.37875,-121.83042,7.5
37.37875,-121.80542,8.2
37.37875,-121.78875,8.5
37.37042,-122.38042,7.5
37.37042,-122.35542,8.5
37.37042,-122.27208,8.5
37.37042,-122.25542,8.5
37.37042,-122.23875,8.5
37.37042,-122.21375,8.5
37.37042,-122.17208,8.5
37.37042,-122.15542,8.5
37.37042,-122.13875,8.5
37.37042,-122.11375,8.5
37.37042,-122.08875,8.5
37.37042,-122.06375,8.5
37.37042,-122.04708,8.5
37.37042,-122.00542,8.5
37.37042,-121.98875,7.5
37.37042,-121.95542,7.5
37.37042,-121.92208,8.5
37.37042,-121.88875,7.5
37.37042,-121.83875,7.5
37.37042,-121.81375,7.5
37.36208,-122.39708,7.5
37.36208,-122.36375,8.5
37.36208,-122.31375,8.5
37.36208,-122.29708,8.5
37.36208,-122.26375,8.5
37.36208,-122.22208,8.5
37.36208,-122.19708,8.5
37.36208,-122.18042,8.5
37.36208,-122.16375,8.5
37.36208,-122.14708,8.5
37.36208,-122.09708,8.5
37.36208,-122.07208,8.5
37.36208,-122.05542,8.5
37.36208,-122.03875,8.5
37.36208,-122.02208,8.5
37.36208,-121.99708,8.5
37.36208,-121.98042,8.5
37.36208,-121.96375,8.5
37.36208,-121.91375,7.5
37.36208,-121.89708,7.5
37.36208,-121.86375,7.5
37.36208,-121.83042,7.5
37.36208,-121.79708,8.2
37.35375,-122.38042,7.5
37.35375,-122.33042,8.5
37.35375,-122.28042,8.5
37.35375,-122.25542,8.5
37.35375,-122.23875,8.5
37.35375,-122.20542,8.5
37.35375,-122.17208,8.5
37.35375,-122.13042,8.5
37.35375,-122.11375,8.5
37.35375,-122.08042,8.5
37.35375,-122.00542,8.5
37.35375,-121.98875,8.5
37.35375,-121.94708,7.5
37.35375,-121.90542,7.5
37.35375,-121.88042,7.5
37.35375,-121.84708,7.5
37.35375,-121.80542,7.5
37.34542,-122.39708,7.5
37.34542,-122.33875,8.5
37.34542,-122.27208,8.5
37.34542,-122.22208,8.5
37.34542,-122.19708,8.5
37.34542,-122.16375,8.5
37.34542,-122.14708,8.5
37.34542,-122.10542,8.5
37.34542,-122.08875,8.5
37.34542,-122.07208,8.5
37.34542,-122.05542,8.5
37.34542,-122.03042,8.5
37.34542,-121.99708,8.5
37.34542,-121.97208,8.5
37.34542,-121.93875,8.5
37.34542,-121.92208,7.5
37.34542,-121.89708,7.5
37.34542,-121.86375,7.5
37.34542,-121.82208,7.5
37.34542,-121.78875,7.5
37.33708,-122.24708,8.5
37.33708,-122.21375,8.5
37.33708,-122.18042,8.2
37.33708,-122.11375,8.5
37.33708,-122.08042,8.5
37.33708,-122.06375,8.5
37.33708,-122.03875,8.5
37.33708,-122.01375,8.5
37.33708,-121.98875,7.8
37.33708,-121.95542,8.5
37.33708,-121.91375,7.5
37.33708,-121.88042,7.5
37.33708,-121.83875,7.5
37.33708,-121.81375,7.2
37.33708,-121.79708,7.5
37.32875,-122.38875,7.5
37.32875,-122.36375,7.5
37.32875,-122.34708,7.5
37.32875,-122.33042,7.5
37.32875,-122.28042,7.5
37.32875,-122.26375,7.5
37.32875,-122.23042,8.5
37.32875,-122.20542,8.5
37.32875,-122.18875,8.5
37.32875,-122.17208,8.5
37.32875,-122.09708,8.5
37.32875,-122.04708,8.5
37.32875,-122.02208,8.5
37.32875,-122.00542,8.5
37.32875,-121.97208,8.5
37.32875,-121.94708,7.5
37.32875,-121.93042,8.5
37.32875,-121.90542,7.5
37.32875,-121.88875,7.5
37.32875,-121.85542,7.5
37.32875,-121.83042,7.5
37.32875,-121.80542,7.5
37.32875,-121.78875,7.5
37.32042,-122.40542,8.2
37.32042,-122.38042,7.5
37.32042,-122.35542,8.2
37.32042,-122.33875,7.5
37.32042,-122.30542,7.5
37.32042,-122.28875,8.5
37.32042,-122.27208,7.5
37.32042,-122.25542,8.5
37.32042,-122.23875,8.5
37.32042,-122.16375,8.5
37.32042,-122.07208,8.5
37.32042,-122.03042,8.5
37.32042,-122.01375,8.5
37.32042,-121.99708,8.5
37.32042,-121.98042,8.5
37.32042,-121.96375,8.5
37.32042,-121.93875,8.5
37.32042,-121.91375,8.5
37.32042,-121.89708,8.5
37.32042,-121.87208,7.5
37.32042,-121.83875,7.5
37.32042,-121.82208,7.5
37.32042,-121.79708,7.5
37.31208,-122.38875,7.5
37.31208,-122.32208,7.5
37.31208,-122.29708,7.5
37.31208,-122.28042,8.5
37.31208,-122.26375,7.5
37.31208,-122.24708,8.2
37.31208,-122.20542,8.5
37.31208,-122.17208,8.5
37.31208,-122.12208,8.5
37.31208,-122.08875,8.5
37.31208,-122.04708,8.5
37.31208,-121.98875,8.5
37.31208,-121.94708,8.5
37.31208,-121.90542,7.5
37.31208,-121.88042,7.5
37.31208,-121.86375,7.5
37.31208,-121.80542,7.5
37.31208,-121.78875,7.5
37.30375,-122.36375,7.5
37.30375,-122.34708,7.5
37.30375,-122.33042,7.5
37.30375,-122.27208,7.5
37.30375,-122.25542,7.5
37.30375,-122.22208,8.5
37.30375,-122.19708,8.5
37.30375,-122.15542,8.5
37.30375,-122.13042,8.5
37.30375,-122.09708,8.5
37.30375,-122.07208,8.5
37.30375,-122.05542,8.5
37.30375,-122.03042,8.5
37.30375,-122.01375,8.5
37.30375,-121.97208,8.5
37.30375,-121.93875,7.5
37.30375,-121.92208,7.5
37.30375,-121.88875,7.5
37.30375,-121.84708,7.5
37.30375,-121.82208,7.5
37.30375,-121.79708,7.5
37.29542,-122.38042,7.5
37.29542,-122.35542,7.5
37.29542,-122.33875,7.5
37.29542,-122.29708,7.5
37.29542,-122.28042,7.5
37.29542,-122.26375,7.5
37.29542,-122.24708,8.5
37.29542,-122.18042,8.5
37.29542,-122.16375,8.5
37.29542,-122.11375,8.5
37.29542,-122.08875,8.5
37.29542,-122.03875,8.5
37.29542,-121.99708,8.5
37.29542,-121.98042,8.5
37.29542,-121.95542,8.5
37.29542,-121.93042,8.5
37.29542,-121.91375,8.5
37.29542,-121.89708,8.5
37.29542,-121.88042,8.5
37.29542,-121.85542,7.5
37.29542,-121.83875,7.5
37.29542,-121.81375,7.5
37.29542,-121.78875,7.5
37.28708,-122.27208,7.5
37.28708,-122.22208,7.5
37.28708,-122.20542,8.5
37.28708,-122.18875,7.5
37.28708,-122.17208,7.5
37.28708,-122.15542,7.5
37.28708,-122.13875,7.5
37.28708,-122.09708,8.5
37.28708,-122.04708,8.5
37.28708,-122.03042,8.5
37.28708,-122.01375,8.5
37.28708,-121.97208,8.5
37.28708,-121.93875,8.5
37.28708,-121.92208,8.5
37.28708,-121.88875,8.5
37.28708,-121.86375,7.5
37.28708,-121.84708,7.5
37.28708,-121.83042,7.5
37.28708,-121.79708,8.5
37.27875,-122.38042,7.5
37.27875,-122.36375,7.5
37.27875,-122.34708,7.5
37.27875,-122.33042,7.5
37.27875,-122.31375,7.5
37.27875,-122.28875,7.5
37.27875,-122.26375,7.5
37.27875,-122.23875,7.5
37.27875,-122.19708,7.5
37.27875,-122.18042,7.5
37.27875,-122.16375,7.5
37.27875,-122.10542,8.2
37.27875,-122.08042,8.2
37.27875,-122.05542,8.5
37.27875,-122.03875,8.5
37.27875,-121.98875,8.5
37.27875,-121.95542,7.5
37.27875,-121.93042,8.5
37.27875,-121.90542,8.5
37.27875,-121.87208,7.5
37.27875,-121.85542,7.5
37.27875,-121.81375,7.5
37.27875,-121.78875,7.5
37.27042,-122.38875,7.5
37.27042,-122.35542,7.5
37.27042,-122.33875,7.5
37.27042,-122.30542,7.5
37.27042,-122.27208,8.2
37.27042,-122.25542,7.5
37.27042,-122.23042,7.5
37.27042,-122.18875,8.2
37.27042,-122.15542,7.5
37.27042,-122.13875,8.5
37.27042,-122.12208,8.5
37.27042,-122.08875,8.5
37.27042,-122.07208,8.2
37.27042,-122.02208,8.5
37.27042,-122.00542,8.5
37.27042,-121.98042,8.5
37.27042,-121.96375,8.5
37.27042,-121.91375,8.5
37.27042,-121.89708,8.5
37.27042,-121.88042,7.5
37.27042,-121.83875,7.5
37.27042,-121.82208,7.5
37.27042,-121.79708,7.5
37.26208,-122.40542,7.5
37.26208,-122.36375,7.5
37.26208,-122.34708,7.5
37.26208,-122.32208,7.5
37.26208,-122.23875,7.5
37.26208,-122.20542,7.5
37.26208,-122.09708,8.5
37.26208,-122.08042,8.5
37.26208,-122.05542,8.2
37.26208,-122.03875,8.5
37.26208,-121.98875,8.5
37.26208,-121.94708,8.5
37.26208,-121.93042,8.5
37.26208,-121.90542,7.5
37.26208,-121.88875,8.5
37.26208,-121.86375,7.5
37.26208,-121.80542,7.5
37.25375,-122.41375,7.5
37.25375,-122.39708,7.5
37.25375,-122.38042,7.5
37.25375,-122.35542,7.5
37.25375,-122.33875,7.5
37.25375,-122.30542,8.2
37.25375,-122.28042,7.5
37.25375,-122.22208,7.5
37.25375,-122.19708,7.5
37.25375,-122.13875,8.2
37.25375,-122.12208,7.5
37.25375,-122.08875,8.2
37.25375,-122.04708,8.5
37.25375,-122.03042,8.5
37.25375,-122.01375,8.5
37.25375,-121.97208,8.5
37.25375,-121.95542,8.5
37.25375,-121.93875,8.5
37.25375,-121.91375,7.5
37.25375,-121.87208,8.2
37.25375,-121.83875,7.5
37.25375,-121.82208,7.5
37.25375,-121.78875,7.5
37.24542,-122.36375,7.5
37.24542,-122.34708,7.5
37.24542,-122.33042,8.2
37.24542,-122.31375,8.2
37.24542,-122.27208,7.5
37.24542,-122.25542,8.5
37.24542,-122.20542,7.5
37.24542,-122.15542,8.5
37.24542,-122.13042,7.5
37.24542,-122.11375,7.5
37.24542,-122.07208,8.5
37.24542,-122.03875,8.5
37.24542,-122.02208,8.5
37.24542,-121.99708,8.5
37.24542,-121.98042,8.5
37.24542,-121.94708,8.5
37.24542,-121.93042,8.5
37.24542,-121.89708,8.5
37.24542,-121.88042,7.5
37.24542,-121.85542,8.5
37.24542,-121.83042,8.2
37.24542,-121.81375,7.5
37.24542,-121.79708,7.5
37.23708,-122.40542,8.5
37.23708,-122.38875,7.5
37.23708,-122.37208,7.5
37.23708,-122.35542,7.5
37.23708,-122.12208,7.5
37.23708,-122.10542,7.5
37.23708,-122.08042,8.5
37.23708,-122.06375,8.5
37.23708,-122.03042,8.5
37.23708,-122.00542,8.5
37.23708,-121.98875,8.5
37.23708,-121.96375,8.5
37.23708,-121.93875,8.5
37.23708,-121.92208,8.5
37.23708,-121.90542,8.5
37.23708,-121.86375,7.5
37.23708,-121.84708,8.5
37.23708,-121.82208,7.5
37.23708,-121.80542,7.5
37.23708,-121.78875,7.5
37.22875,-122.36375,7.5
37.22875,-122.33875,7.5
37.22875,-122.32208,7.5
37.22875,-122.29708,7.5
37.22875,-122.27208,8.5
37.22875,-122.14708,7.5
37.22875,-122.13042,7.5
37.22875,-122.08875,8.5
37.22875,-122.07208,8.5
37.22875,-122.05542,8.5
37.22875,-122.03875,8.5
37.22875,-122.02208,8.5
37.22875,-121.99708,8.5
37.22875,-121.98042,8.5
37.22875,-121.95542,8.5
37.22875,-121.91375,8.5
37.22875,-121.88875,8.5
37.22875,-121.83042,8.5
37.22875,-121.81375,8.5
37.22875,-121.79708,8.5
37.22042,-122.40542,7.5
37.22042,-122.35542,7.5
37.22042,-122.33042,7.5
37.22042,-122.24708,7.5
37.22042,-122.18042,7.5
37.22042,-122.09708,7.5
37.22042,-122.08042,7.5
37.22042,-122.00542,8.5
37.22042,-121.98875,8.5
37.22042,-121.97208,8.5
37.22042,-121.93875,8.5
37.22042,-121.90542,7.5
37.22042,-121.88042,7.5
37.22042,-121.86375,8.5
37.22042,-121.82208,8.5
37.22042,-121.80542,8.5
37.22042,-121.78875,7.5
37.21208,-122.39708,8.5
37.21208,-122.37208,7.5
37.21208,-122.34708,7.5
37.21208,-122.17208,7.5
37.21208,-122.15542,7.5
37.21208,-122.12208,7.5
37.21208,-122.06375,8.5
37.21208,-122.04708,7.5
37.21208,-122.02208,8.5
37.21208,-121.98042,8.5
37.21208,-121.95542,8.5
